ID,pcons,proq3,M,N,Meff,ppv,TPR,FPR,tm,fdr
PF04538.9,0.119,0.11703,,125,29.75061041890069,,,,,0.5733155
PF04539.13,0.363,0.261333,12696,74,2215.37142553477,0.47027027027,0.47027027027,0.52972972973,0.3615,0.2112514
PF04540.10,0.242,0.375521,,161,18.0,,,,,0.4424539
PF04541.10,0.147,0.265384,232,168,20.6905013892512,0.390476190476,0.390476190476,0.609523809524,0.2235,0.5206093
PF04542.11,0.652,0.640112,69298,67,6384.04772229493,0.488095238095,0.488095238095,0.511904761905,0.5755,0.06357616
PF04544.9,0.109,0.405381,,183,17.333333333333336,,,,,0.5429276
PF04546.10,0.117,0.475456,1630,212,227.94202301687,0.305660377358,0.305660377358,0.694339622642,0.3594,0.4507909
PF04547.9,0.083,0.19404,,572,262.47666222692175,,,,,0.6233977
PF04548.13,0.322,0.620262,65489,210,3168.79913318399,0.485714285714,0.485714285714,0.514285714286,0.6261,0.1392971
PF04549.11,0.149,0.250986,,149,24.537346382303635,,,,,0.5869683
PF04550.9,0.226,0.278033,,86,62.30601940837056,,,,,0.4728856
PF04551.11,0.329,0.540918,9337,343,356.737413807591,0.518648018648,0.518648018648,0.481351981352,0.6014,0.1532115
PF04552.10,0.172,0.465831,3865,158,1039.20733859849,0.359493670886,0.359493670886,0.640506329114,0.3178,0.4626866
PF04553.9,0.156,0.179469,,114,44.44773927957801,,,,,0.4425371
PF04554.10,0.180,0.180388,,57,514.1754815654824,,,,,0.3771363
PF04555.10,0.145,0.485058,,191,73.43028716770141,,,,,0.4352905
PF04556.9,0.133,0.306577,,280,88.86727372740826,,,,,0.5758267
PF04557.12,0.207,0.178962,908,89,143.224776947788,0.304932735426,0.304932735426,0.695067264574,0.1537,0.5081707
PF04558.12,0.328,0.523755,4954,120,1113.04294995928,0.486666666667,0.486666666667,0.513333333333,0.539,0.192589
PF04559.9,0.051,0.11641,,707,21.27698836251471,,,,,0.6374594
PF04560.17,0.244,0.184204,,77,481.5804664574301,,,,,0.4379121
PF04561.11,0.18,0.507434,5895,183,524.539056525705,0.39519650655,0.39519650655,0.60480349345,0.4724,0.3983229
PF04562.9,0.157,0.484111,,113,44.225,,,,,0.3159864
PF04563.12,0.093,0.30076,21489,392,625.229412090064,0.414285714286,0.414285714286,0.585714285714,0.2255,0.5507097
PF04564.12,0.335,0.371995,97524,72,14641.6839397919,0.561111111111,0.561111111111,0.438888888889,0.6015,0.2138965
PF04565.13,0.275,0.460766,35512,65,292.107341380156,0.472392638037,0.472392638037,0.527607361963,0.1755,0.301321
PF04566.10,0.38,0.226274,17486,61,777.974858707876,0.424836601307,0.424836601307,0.575163398693,0.3084,0.1898327
PF04567.14,0.243,0.254379,17000,70,456.785103162627,0.417142857143,0.417142857143,0.582857142857,0.3033,0.4406548
PF04568.9,0.150,0.267839,,99,4200.3929780782055,,,,,0.4174415
PF04569.11,0.111,0.0546281,,96,57.14141883007905,,,,,0.4047619
PF04570.11,0.227,0.530839,,53,317.37586991513143,,,,,0.2888563
PF04571.11,0.250,0.419542,,102,194.4453432054548,,,,,0.3847045
PF04572.9,0.218,0.652114,,130,94.66333254485302,,,,,0.1608696
PF04573.9,0.174,0.261484,,169,150.42821643249997,,,,,0.5528036
PF04574.10,0.142,0.467436,1004,155,92.5699632220046,0.335051546392,0.335051546392,0.664948453608,0.3533,0.4599659
PF04575.10,0.201,0.0886214,,289,675.6950242725695,,,,,0.1940299
PF04576.12,0.228,0.307308,,92,86.65910464949906,,,,,0.4682779
PF04577.11,0.173,0.337683,,208,1113.9441852242694,,,,,0.4937331
PF04578.10,0.338,0.610748,,55,287.2113490437014,,,,,0.2161052
PF04579.9,0.087,0.119554,,96,654.1267903267862,,,,,0.389727
PF04580.10,0.093,0.192532,,237,15.468864468864465,,,,,0.5456254
PF04582.9,0.068,0.194846,,326,108919.26164501366,,,,,0.5467027
PF04583.9,0.086,0.297414,,248,49.04577922077921,,,,,0.6279562
PF04584.11,0.125,0.388552,,146,28.35111646507764,,,,,0.5606739
PF04586.14,0.262,0.260394,,162,786.902913316216,,,,,0.2903981
PF04587.12,0.065,0.359517,672,414,57.4764676672979,0.399033816425,0.399033816425,0.600966183575,0.2944,0.5270121
PF04588.10,0.338,0.302967,1527,52,216.901185388843,0.384615384615,0.384615384615,0.615384615385,0.3247,0.2502453
PF04589.10,0.118,0.109884,,159,40.98546765304295,,,,,0.4002079
PF04591.9,0.321,0.563541,313,61,58.871415109879,0.464052287582,0.464052287582,0.535947712418,0.3061,0.1931101
PF04592.11,0.091,0.28159,,239,2729.0003000442357,,,,,0.5454735
PF04595.10,0.071,0.157814,,325,18.00000000000002,,,,,0.5603672
PF04596.9,0.158,0.353907,,136,15.006646825396837,,,,,0.5557052
PF04597.11,0.091,0.14041,,427,135.30106872492945,,,,,0.5387894
PF04598.9,0.047,0.152248,,458,67.43467554093164,,,,,0.5974554
PF04599.9,0.097,0.236736,17324,327,1293.85012913253,0.377750611247,0.377750611247,0.622249388753,0.3703,0.5898367
PF04601.10,0.159,0.301208,,141,179.61746353957898,,,,,0.4234122
PF04602.9,0.049,0.211596,,652,150.09843746510765,,,,,0.6267134
PF04603.9,0.24,0.485225,622,129,189.958619729595,0.489164086687,0.489164086687,0.510835913313,0.502,0.2628684
PF04604.10,0.218,0.253668,,50,191.59664197506063,,,,,0.4078156
PF04607.14,0.33,0.398212,18918,110,1201.84663657083,0.549090909091,0.549090909091,0.450909090909,0.5493,0.2090239
PF04608.10,0.217,0.46882,2816,125,496.880046664458,0.424920127796,0.424920127796,0.575079872204,0.3979,0.3934752
PF04609.9,0.100,0.179087,,270,21.313859383988785,,,,,0.5938506
PF04610.11,0.109,0.340604,,214,286.53906902985324,,,,,0.601518
PF04611.9,0.160,0.461674,,145,5.0,,,,,0.4685083
PF04612.9,0.171,0.371871,,153,2823.29829185727,,,,,0.526576
PF04613.11,0.467,0.518379,6381,65,572.880161762833,0.539877300613,0.539877300613,0.460122699387,0.538,0.1063492
PF04614.9,0.086,0.244901,,265,142.98497437133116,,,,,0.6112985
PF04616.11,0.28,0.511156,39467,298,2683.05431058675,0.618791946309,0.618791946309,0.381208053691,0.7176,0.09074733
PF04617.10,0.089,0.126179,,169,60.39375124312102,,,,,0.5591829
PF04618.9,0.154,0.101056,,106,69.5451188393736,,,,,0.4208531
PF04619.9,0.164,0.126576,298,124,32.5554820722754,0.493548387097,0.493548387097,0.506451612903,0.2026,0.3400447
PF04620.9,0.075,0.147371,,237,73.40729931228321,,,,,0.5277289
PF04621.10,0.090,0.14288,,374,64.09014944013072,,,,,0.5315355
PF04622.9,0.142,0.331828,,208,101.20724997646322,,,,,0.5799601
PF04623.9,0.207,0.457523,,64,19.83946509499517,,,,,0.409921
PF04625.10,0.063,0.180785,,407,11.359714894520634,,,,,0.6167247
PF04626.10,0.166,0.293891,,131,14.60103997162996,,,,,0.4356524
PF04628.10,0.241,0.386092,2193,150,284.580387318643,0.448,0.448,0.552,0.4234,0.4266176
PF04629.11,0.093,0.160968,,257,421.440655735249,,,,,0.5878267
PF04630.9,0.243,0.526441,,200,172.912541795676,,,,,0.2088316
PF04631.9,0.067,0.166539,,374,34.74177843999827,,,,,0.6082369
PF04632.9,0.037,0.196674,,644,791.4988612532183,,,,,0.6366171
PF04633.9,0.071,0.31308,,347,13.999999999999996,,,,,0.6192884
PF04634.9,0.243,0.42692,848,134,141.220287422554,0.435820895522,0.435820895522,0.564179104478,0.5484,0.4051891
PF04636.10,0.047,0.162077,52402,430,5714.68997651316,0.279069767442,0.279069767442,0.720930232558,0.2411,0.6347908
PF04637.9,0.040,0.187895,,491,23.000000000000064,,,,,0.6026731
PF04639.9,0.085,0.154399,,291,47.60551648483976,,,,,0.595956
PF04640.11,0.186,0.465495,,73,153.59703936786937,,,,,0.3390267
PF04641.9,0.093,0.283576,,244,817.9994316977177,,,,,0.6148581
PF04642.9,0.069,0.161081,,297,5.0,,,,,0.6044222
PF04643.9,0.241,0.1611,,59,33.21618420371832,,,,,0.4433018
PF04645.9,0.110,0.191134,,181,31502.81103775739,,,,,0.5938506
PF04646.9,0.096,0.272673,,244,186.12723609892365,,,,,0.5237672
PF04647.12,0.124,0.476279,,179,628.5604953340634,,,,,0.4503525
PF04651.10,0.107,0.138306,,176,19.000000000000007,,,,,0.5084191
PF04652.13,0.216,0.619874,1669,138,131.137607647916,0.310144927536,0.310144927536,0.689855072464,0.3679,0.1922723
PF04654.9,0.131,0.47902,,212,115.037430568609,,,,,0.4452707
PF04655.11,0.252,0.452714,61368,220,2355.61211453707,0.494545454545,0.494545454545,0.505454545455,0.5851,0.2844892
PF04656.9,0.059,0.198568,,568,18.0,,,,,0.6325368
PF04657.10,0.228,0.335457,,138,16633.06903822614,,,,,0.4682779
PF04658.10,0.171,0.455104,960,154,153.383054157033,0.405194805195,0.405194805195,0.594805194805,0.3314,0.4576353
PF04659.10,0.252,0.598149,,89,60.45276222994349,,,,,0.2359155
PF04660.9,0.071,0.0754933,,166,1210.6269321392583,,,,,0.5414107
PF04661.9,0.090,0.17484,,260,17.0,,,,,0.6077696
PF04662.10,0.105,0.364421,,207,24.999999999999993,,,,,0.5815119
PF04663.9,0.321,0.431127,230,66,106.200106996547,0.430303030303,0.430303030303,0.569696969697,0.2961,0.2814159
PF04664.10,0.208,0.52286,,208,162.56079226581002,,,,,0.3744762
PF04665.9,0.067,0.184018,,238,100997.48978305991,,,,,0.5579011
PF04666.10,0.079,0.217533,,295,146.26743815807598,,,,,0.5579011
PF04667.14,0.181,0.533289,,83,164.13936652891962,,,,,0.3584215
PF04668.9,0.131,0.405282,,132,54.14607172802198,,,,,0.5028372
PF04669.10,0.127,0.360147,,188,84.0382836600978,,,,,0.5021449
PF04670.9,0.157,0.417907,65501,220,3348.18203751048,0.441818181818,0.441818181818,0.558181818182,0.5481,0.4189534
PF04672.9,0.194,0.570732,21381,257,1770.44664980367,0.458786936236,0.458786936236,0.541213063764,0.6648,0.2531338
PF04673.9,0.168,0.499597,1094,103,62.4771026631873,0.37984496124,0.37984496124,0.62015503876,0.2501,0.4121374
PF04674.9,0.148,0.203459,,263,121.9073628298756,,,,,0.5002398
PF04675.11,0.325,0,2656,80,192.094928856967,0.38,0.38,0.62,0.5874,0.2741278
PF04676.11,0.219,0.495436,1708,88,136.041918677426,0.404545454545,0.404545454545,0.595454545455,0.1822,0.4001673
PF04677.12,0.395,0.562512,30902,116,947.310405773259,0.58275862069,0.58275862069,0.41724137931,0.6976,0.07370737
PF04678.10,0.107,0.219558,,205,119.82320838332232,,,,,0.6213944
PF04679.12,0.348,0.592756,9076,93,640.977964327998,0.583690987124,0.583690987124,0.416309012876,0.4892,0.06802721
PF04681.9,0.214,0.273797,4229,126,311.866565443371,0.460317460317,0.460317460317,0.539682539683,0.3201,0.3273694
PF04682.9,0.124,0.437298,,256,15.166666666666666,,,,,0.5021298
PF04683.10,0.296,0.477706,806,80,183.648109542851,0.53,0.53,0.47,0.3619,0.1897154
PF04684.10,0.060,0.141617,,494,32.04326465857164,,,,,0.609661
PF04685.10,0.115,0.241171,23000,330,3469.56145884617,0.375757575758,0.375757575758,0.624242424242,0.3731,0.5253487
PF04686.9,0.263,0.56335,1391,98,382.379303124157,0.457142857143,0.457142857143,0.542857142857,0.4352,0.227897
PF04687.9,0.086,0.121734,,310,16.89107796876495,,,,,0.5857748
PF04688.10,0.319,0.44793,,84,116.56193697663866,,,,,0.2854656
PF04689.10,0.186,0.232358,,66,17866.0732891786,,,,,0.4677203
PF04690.10,0.085,0.188304,,178,101.20984058117965,,,,,0.5632435
PF04691.9,0.346,0.437693,79,51,27.1631438006438,0.265625,0.265625,0.734375,0.2776,0.2360248
PF04692.10,0.161,0.375386,302,75,41.3443003275268,0.457446808511,0.457446808511,0.542553191489,0.1678,0.4545455
PF04693.9,0.094,0.306983,14215,304,1160.54156460225,0.380263157895,0.380263157895,0.619736842105,0.3055,0.5700736
PF04694.9,0.233,0.316698,,59,2483.159167670266,,,,,0.3821108
PF04695.10,0.085,0.380637,,174,144.9950894515697,,,,,0.5689009
PF04696.10,0.151,0.468768,,126,4247.900216554081,,,,,0.4583095
PF04697.10,0.150,0.13671,,132,46.334644996724535,,,,,0.5420541
PF04698.9,0.042,0.070062,,708,44.40401433368505,,,,,0.6206051
PF04699.11,0.219,0.498039,721,147,115.809877394508,0.353260869565,0.353260869565,0.646739130435,0.5918,0.4158416
PF04700.9,0.146,0.428544,,193,24.100976584131462,,,,,0.5139733
PF04701.10,0.119,0.525627,,140,15.0,,,,,0.3702556
PF04702.9,0.139,0.128391,,146,99.08178210678216,,,,,0.5963675
PF04704.10,0.095,0.1092,,318,28.737656542846228,,,,,0.517492
PF04705.9,0.418,0.676323,12130,104,1203.67213349405,0.523076923077,0.523076923077,0.476923076923,0.5156,0.06650544
PF04707.11,0.274,0.324565,2952,153,150.457305112145,0.480417754569,0.480417754569,0.519582245431,0.4361,0.3800264
PF04708.9,0.112,0.199293,,213,3532.144509185101,,,,,0.5322476
PF04709.9,0.068,0.210921,,368,25.577028691335233,,,,,0.5794515
PF04710.11,0.042,0.0865423,,415,79.58622912062039,,,,,0.4579181
PF04711.10,0.221,0.547132,4740,75,1212.39731148371,0.186170212766,0.186170212766,0.813829787234,0.2111,0.3330337
PF04712.9,0.039,0.153363,,497,156.68819677590537,,,,,0.5895292
PF04713.9,0.226,0.304791,,75,13.919047619047612,,,,,0.4728856
PF04715.10,0.27,0.536515,8852,131,953.75597665545,0.524390243902,0.524390243902,0.475609756098,0.4362,0.1722253
PF04716.11,0.394,0.37143,,66,156.51148512332523,,,,,0.1777778
PF04717.9,0.205,0.152094,10644,112,1222.37545544645,0.492857142857,0.492857142857,0.507142857143,0.2364,0.2364156
PF04718.12,0.191,0.478721,,102,91.54209990314202,,,,,0.4458296
PF04719.11,0.23,0.544787,12540,81,737.538147978928,0.330049261084,0.330049261084,0.669950738916,0.3463,0.3373068
PF04720.9,0.115,0.392578,,214,164.68297289869417,,,,,0.5570412
PF04721.14,0.157,0.164207,346,190,86.8015891887519,0.435789473684,0.435789473684,0.564210526316,0.2789,0.4225573
PF04722.10,0.147,0.475439,733,187,122.01528283108,0.365384615385,0.365384615385,0.634615384615,0.2979,0.4509517
PF04724.10,0.158,0.164137,,349,132.93157058575486,,,,,0.5771301
PF04725.9,0.171,0.178571,,96,41.05740352395843,,,,,0.474652
PF04727.10,0.222,0.442728,,168,192.65530972209515,,,,,0.4796967
PF04729.10,0.189,0.207043,1392,154,176.56546958261,0.418181818182,0.418181818182,0.581818181818,0.2292,0.4358058
PF04731.9,0.123,0.154454,,129,55.577789075252795,,,,,0.4502275
PF04732.11,0.135,0.199465,,78,92.9947844065963,,,,,0.4050204
PF04733.11,0.208,0.304552,65481,284,6294.84035319901,0.343661971831,0.343661971831,0.656338028169,0.2414,0.5052535
PF04734.10,0.105,0.268727,2403,503,218.560546357956,0.434022257552,0.434022257552,0.565977742448,0.4684,0.4891818
PF04736.9,0.259,0.567801,,61,38.121417471417516,,,,,0.2935535
PF04738.10,0.069,0.33525,1913,611,614.031630548047,0.368455497382,0.368455497382,0.631544502618,0.2732,0.5777442
PF04739.12,0.254,0.265054,1025,71,151.503782609293,0.449438202247,0.449438202247,0.550561797753,0.276,0.3839881
PF04740.9,0.195,0.332016,,196,177.6785090640701,,,,,0.5247525
PF04741.9,0.105,0.1985,,147,981.6817759950598,,,,,0.6026731
PF04744.9,0.049,0.0893651,18238,375,6271.96823687914,0.366737739872,0.366737739872,0.633262260128,0.1304,0.5907859
PF04745.9,0.110,0.189739,,284,17.000000000000014,,,,,0.6193869
PF04746.9,0.161,0.228169,,101,6.999999999999998,,,,,0.498063
PF04747.9,0.037,0.173695,,486,19.187432793984364,,,,,0.637529
PF04748.10,0.54,0.652515,1856,211,443.22503118707,0.606060606061,0.606060606061,0.393939393939,0.7738,0.04633205
PF04749.14,0.340,0.405652,,98,462.67358106148413,,,,,0.2465139
PF04750.11,0.155,0.303266,,207,213.29930571413087,,,,,0.581374
PF04751.11,0.262,0.601513,3054,152,304.635355586218,0.365789473684,0.365789473684,0.634210526316,0.3729,0.2275055
PF04752.9,0.381,0.654321,8886,144,443.634358724877,0.544444444444,0.544444444444,0.455555555556,0.6484,0.06532067
PF04753.9,0.175,0.125247,,105,4.0,,,,,0.551203
PF04754.9,0.169,0.398577,,203,284.6475155003325,,,,,0.5170526
PF04755.9,0.122,0.160954,,217,182.04632757946743,,,,,0.5362973
PF04756.10,0.074,0.186549,,296,3570.103772346169,,,,,0.5951619
PF04757.11,0.162,0.474811,,187,131.7005329079421,,,,,0.4524227
PF04758.11,0.279,0.225801,,58,144.04954558792375,,,,,0.3645371
PF04759.10,0.153,0.268722,,158,122.53748991501863,,,,,0.4773609
PF04761.9,0.274,0.212556,,56,6.333333333333334,,,,,0.3800264
PF04762.9,0.030,0.109213,,1060,4252.177969646195,,,,,0.6374594
PF04763.9,0.140,0.222068,,146,7410.507372236658,,,,,0.395504
PF04764.9,0.194,0.258989,,120,11.0,,,,,0.5265638
PF04765.10,0.117,0.194567,,318,107.32210290519755,,,,,0.5232377
PF04766.9,0.135,0.151412,,247,32.660607010920415,,,,,0.4460121
PF04767.9,0.104,0.145758,,94,17011.30641786334,,,,,0.4721121
PF04768.10,0.16,0.501168,1552,153,90.713224511655,0.389033942559,0.389033942559,0.610966057441,0.2653,0.4093666
PF04769.9,0.090,0.466143,,197,71.12651480410868,,,,,0.4619289
PF04770.9,0.307,0.157002,,55,164.5178472619323,,,,,0.1898455
PF04771.9,0.096,0.102405,,121,9.890199271320686,,,,,0.4881576
PF04772.9,0.211,0.198396,2547,83,5.47001989632671,0.326923076923,0.326923076923,0.673076923077,0.2326,0.4981413
PF04773.10,0.413,0.624988,12342,94,4085.72703848845,0.651063829787,0.651063829787,0.348936170213,0.6754,0.04560261
PF04774.12,0.147,0.124962,,111,193.6574409662889,,,,,0.4853757
PF04775.11,0.227,0.284839,1137,118,306.110501381219,0.501694915254,0.501694915254,0.498305084746,0.408,0.2734108
PF04776.9,0.184,0.423515,,119,72.17398589327158,,,,,0.4260137
PF04777.10,0.445,0.720617,2834,92,306.88686236026,0.386956521739,0.386956521739,0.613043478261,0.5168,0.11875
PF04778.9,0.163,0.179343,,158,14.054279054279057,,,,,0.5698335
PF04780.9,0.082,0.248096,,459,57.09183829974299,,,,,0.60857
PF04781.9,0.577,0,413626,90,102265.707604511,0.528888888889,0.528888888889,0.471111111111,0.5825,0.1126374
PF04782.9,0.093,0.345247,,285,73.86201333871347,,,,,0.5979302
PF04783.9,0.362,0.632,,59,130.9686085766309,,,,,0.1721925
PF04784.11,0.195,0.485912,,123,426.9252924702175,,,,,0.4257113
PF04785.9,0.16,0.0940834,17,202,6.44920634920635,0.259405940594,0.259405940594,0.740594059406,0.1926,0.5734108
PF04786.9,0.115,0.241851,,228,56.282913165266145,,,,,0.5856985
PF04787.9,0.152,0.438732,22,132,16.3333333333333,0.284848484848,0.284848484848,0.715151515152,0.2196,0.5011321
PF04788.9,0.115,0.122406,,246,263.79212458707326,,,,,0.4049475
PF04789.12,0.35,0.375198,124813,275,8178.3322082657,0.404069767442,0.404069767442,0.595930232558,0.6353,0.2298301
PF04790.10,0.066,0.0858529,,254,2186.387008506257,,,,,0.4521788
PF04791.13,0.067,0.221204,,542,130.1173562731236,,,,,0.6355866
PF04792.9,0.104,0.16216,159,295,20.9690609864314,0.334688346883,0.334688346883,0.665311653117,0.1619,0.6024661
PF04793.9,0.096,0.355016,,281,14.28409090909091,,,,,0.5894468
PF04794.9,0.314,0.620129,2113,236,459.0124268155,0.518644067797,0.518644067797,0.481355932203,0.6441,0.1099237
PF04795.9,0.221,0.203303,,83,84.69818849915977,,,,,0.4815085
PF04796.9,0.386,0.606518,4773,145,1143.82504678071,0.501377410468,0.501377410468,0.498622589532,0.5662,0.1126761
PF04797.10,0.061,0.129589,,362,19.999999999999996,,,,,0.5122232
PF04798.9,0.154,0.439292,,142,29.877790087990135,,,,,0.5003783
PF04799.10,0.112,0.394812,,162,12282.337990362204,,,,,0.5535986
PF04800.9,0.253,0.572545,2337,95,194.513463203622,0.457983193277,0.457983193277,0.542016806723,0.4018,0.2241153
PF04801.10,0.054,0.175927,,426,140.9142843317121,,,,,0.6071795
PF04802.12,0.145,0.456595,,189,161.11250938690333,,,,,0.4745257
PF04803.9,0.16,0.390903,249,132,49.1136594348903,0.160606060606,0.160606060606,0.839393939394,0.1343,0.5580146
PF04805.9,0.244,0.557819,,70,404.0324966063648,,,,,0.2831528
PF04808.9,0.092,0.142466,,209,5.918935355908073,,,,,0.6009094
PF04809.10,0.217,0.46007,585,117,195.470635185614,0.443686006826,0.443686006826,0.556313993174,0.3997,0.3737344
PF04811.12,0.231,0.585832,5418,235,286.394931725907,0.397959183673,0.397959183673,0.602040816327,0.6045,0.260815
PF04812.10,0.072,0.0872378,,230,42.73582527723959,,,,,0.4492009
PF04813.9,0.128,0.185279,,87,3.466666666666667,,,,,0.3557296
PF04814.10,0.099,0.247782,,167,9953.54757091797,,,,,0.5568319
PF04815.12,0.237,0.560644,3061,102,261.681961675291,0.278431372549,0.278431372549,0.721568627451,0.4039,0.3089634
PF04816.9,0.175,0.416975,65525,206,4556.40038917212,0.502912621359,0.502912621359,0.497087378641,0.4846,0.3382828
PF04817.9,0.059,0.0935324,,231,1321.4646758869967,,,,,0.5496388
PF04818.10,0.323,0.452787,4415,62,247.234752960828,0.387096774194,0.387096774194,0.612903225806,0.3586,0.2762803
PF04819.9,0.173,0.433935,,138,128.26834190865537,,,,,0.5064388
PF04820.11,0.143,0.407209,65245,451,3671.61032101762,0.442375886525,0.442375886525,0.557624113475,0.5399,0.4516586
PF04821.11,0.135,0.420332,,270,102.14930625920219,,,,,0.5239783
PF04822.10,0.211,0.193947,,87,35.537904819001795,,,,,0.4981413
PF04823.9,0.212,0.557687,132,86,19.1391941391941,0.316279069767,0.316279069767,0.683720930233,0.2153,0.3156342
PF04825.10,0.22,0.537262,1990,83,320.044782578478,0.326923076923,0.326923076923,0.673076923077,0.2587,0.352794
PF04826.10,0.241,0,39231,199,2554.94801789681,0.4859437751,0.4859437751,0.5140562249,0.5299,0.4195804
PF04827.11,0.208,0.453865,,204,785.2159789275803,,,,,0.4318945
PF04828.11,0.294,0.448333,11376,87,1014.32580333142,0.536697247706,0.536697247706,0.463302752294,0.2779,0.2004739
PF04829.10,0.390,0.29801,,52,298.92317031230886,,,,,0.1790334
PF04830.10,0.113,0.47415,,180,123.6155746636899,,,,,0.4534342
PF04831.10,0.117,0.25253,,227,9670.096809217397,,,,,0.5295405
PF04832.9,0.389,0.376344,2180,169,317.00421944218,0.456264775414,0.456264775414,0.543735224586,0.4499,0.1780636
PF04833.12,0.139,0.221869,,165,135.10807282609306,,,,,0.4083944
PF04834.9,0.141,0.440726,,104,16.874563554982323,,,,,0.4980979
PF04835.9,0.276,0.292575,,53,33.306422495847805,,,,,0.3748747
PF04836.9,0.329,0.209333,,53,97.20670478171559,,,,,0.2665739
PF04837.9,0.365,0.305567,,52,27.402868181325747,,,,,0.210679
PF04838.9,0.197,0.221553,,158,23.6869769119769,,,,,0.5208968
PF04840.9,0.345,0,52460,65,11480.9880384037,0.447852760736,0.447852760736,0.552147239264,0.254,0.2368962
PF04841.10,0.044,0.119519,,411,72156.43050200208,,,,,0.5010768
PF04842.9,0.028,0.139966,,657,29.229187691826702,,,,,0.637529
PF04843.9,0.148,0.393862,581,163,53.0983786273611,0.421568627451,0.421568627451,0.578431372549,0.3662,0.4961223
PF04845.10,0.101,0.161157,,212,79.45878997397168,,,,,0.4916008
PF04846.10,0.245,0.273257,,63,8.000000000000007,,,,,0.4352876
PF04847.9,0.098,0.179772,,172,106.26865209096968,,,,,0.5413136
PF04848.10,0.537,0.72912,5109,132,1225.23167471057,0.630303030303,0.630303030303,0.369696969697,0.5961,0.05333333
PF04849.10,0.071,0.312682,,304,107323.52602119256,,,,,0.6194946
PF04850.9,0.076,0.123144,139,387,40.8511904761905,0.427685950413,0.427685950413,0.572314049587,0.2987,0.4882851
PF04851.12,0.579,0.605131,65435,143,1227.69391469772,0.606145251397,0.606145251397,0.393854748603,0.6671,0.05421687
PF04852.9,0.160,0.243477,,146,63.96454123543453,,,,,0.5283267
PF04854.11,0.265,0.335424,,102,696.2753914306687,,,,,0.3991269
PF04855.9,0.079,0.267732,,317,236.12670655638374,,,,,0.6103679
PF04856.10,0.146,0.0769037,,197,6.533333333333333,,,,,0.5884788
PF04857.17,0.073,0.408214,3416,367,410.795740749811,0.315904139434,0.315904139434,0.684095860566,0.2619,0.5389669
PF04858.10,0.042,0.189799,,575,60.84122786193074,,,,,0.627388
PF04859.9,0.199,0.366174,,126,48.02528113995536,,,,,0.5183638
PF04860.9,0.165,0.251623,7383,274,570.202633637988,0.448175182482,0.448175182482,0.551824817518,0.5135,0.4869805
PF04862.9,0.327,0.426235,11895,132,4177.17207751543,0.627272727273,0.627272727273,0.372727272727,0.6569,0.1127596
PF04863.10,0.25,0.220856,59727,55,11149.1703809301,0.557971014493,0.557971014493,0.442028985507,0.2923,0.1835616
PF04864.10,0.261,0.489121,65535,341,858.763428945502,0.452520515826,0.452520515826,0.547479484174,0.5326,0.3084663
PF04865.11,0.106,0.199302,,250,1073.8456558274622,,,,,0.3655829
PF04866.9,0.222,0.273981,,92,10.460325740358577,,,,,0.4796967
PF04867.9,0.162,0.17564,,114,7.0,,,,,0.5707004
PF04868.9,0.142,0.24815,649,81,140.76852203221,0.497536945813,0.497536945813,0.502463054187,0.1599,0.3327059
PF04869.11,0.125,0.496373,1113,265,85.9541524213008,0.303167420814,0.303167420814,0.696832579186,0.2644,0.4182771
PF04870.13,0.100,0.203631,,343,99.92643302315456,,,,,0.6260176
PF04872.10,0.232,0.489509,,78,19.99999999999998,,,,,0.4291103
PF04873.10,0.071,0.101311,,255,25.647780417191235,,,,,0.5670325
PF04874.11,0.211,0.251712,,100,183.21744753647874,,,,,0.4981413
PF04875.9,0.254,0.224387,,59,58.76899166258092,,,,,0.4222287
PF04876.9,0.083,0.193842,,173,2313.5550324643186,,,,,0.6002102
PF04877.9,0.069,0.14108,,345,33.61241215784561,,,,,0.5985209
PF04878.10,0.076,0.24585,,382,26.71785714285714,,,,,0.6094333
PF04879.13,0.327,0.453954,31016,53,420.471255667581,0.571428571429,0.571428571429,0.428571428571,0.2943,0.1527123
PF04880.10,0.103,0.246889,,170,20390.634421256585,,,,,0.5513713
PF04881.10,0.095,0.121251,,132,10258.089595819649,,,,,0.5708783
PF04882.9,0.059,0.302728,,456,201.49587532747503,,,,,0.6253111
PF04883.9,0.319,0.281911,,73,1590.3785112505416,,,,,0.2854656
PF04884.11,0.162,0.405617,,241,136.28384566245649,,,,,0.5424338
PF04885.10,0.097,0.155014,,129,1671.7242600664486,,,,,0.4993995
PF04887.9,0.156,0.148447,,190,10.49959183673469,,,,,0.5136687
PF04888.9,0.075,0.296299,,333,73.56693188936269,,,,,0.6286771
PF04889.9,0.092,0.28154,33594,237,12783.9986667039,0.369308600337,0.369308600337,0.630691399663,0.2238,0.5619407
PF04890.10,0.063,0.240477,,281,2614.420501473351,,,,,0.6053356
PF04891.9,0.154,0.534932,,168,131.23597222984083,,,,,0.3572016
PF04892.9,0.383,0.40515,,122,1567.5971042669232,,,,,0.1852094
PF04893.14,0.173,0.267789,,166,396.89699788658874,,,,,0.5538218
PF04894.9,0.161,0.216244,,266,113.09802965311265,,,,,0.572288
PF04895.9,0.216,0.541749,,103,154.9556760354652,,,,,0.344086
PF04896.9,0.095,0.248562,116,241,31.0915502626029,0.243781094527,0.243781094527,0.756218905473,0.2481,0.6290557
